ID,year,country,assignment
MN726863,2015,Philippines,Asian SEA4
MN726864,2016,Philippines,Asian SEA4
MN726865,2014,Philippines,Asian SEA4
MN726866,2014,Philippines,Asian SEA4
MN726867,2012,Philippines,Asian SEA4
MN726868,2016,Philippines,Asian SEA4
MN726869,2013,Philippines,Asian SEA4
MN726870,2014,Philippines,Asian SEA4
MN726871,2013,Philippines,Asian SEA4
MN726872,2017,Philippines,Asian SEA4
MN726873,2014,Philippines,Asian SEA4
MN726874,2012,Philippines,Asian SEA4
MN726875,2018,Philippines,Asian SEA4
MN726876,2018,Philippines,Asian SEA4
MN726877,2015,Philippines,Asian SEA4
MN726879,2012,Philippines,Asian SEA4
MN726880,2019,Philippines,Asian SEA4
MN726881,2015,Philippines,Asian SEA4
MN726882,2019,Philippines,Asian SEA4
MN857167,2019,Philippines,Asian SEA4
MN857168,2019,Philippines,Asian SEA4
MN857169,2019,Philippines,Asian SEA4
MN857170,2019,Philippines,Asian SEA4
MN857171,2019,Philippines,Asian SEA4
4A-22-104,2022,Philippines,Asian SEA4
4A-22-171,2022,Philippines,Asian SEA4
4A-22-203,2022,Philippines,Asian SEA4
4A-22-40,2022,Philippines,Asian SEA4
4A-22-98,2022,Philippines,Asian SEA4
4B-21-126,2021,Philippines,Asian SEA4
4B-21-29,2021,Philippines,Asian SEA4
4B-21-310,2021,Philippines,Asian SEA4
4B-21-35,2021,Philippines,Asian SEA4
4B-21-412,2021,Philippines,Asian SEA4
4B-21-421,2021,Philippines,Asian SEA4
4B-21-423,2021,Philippines,Asian SEA4
4B-21-528,2021,Philippines,Asian SEA4
4B-21622,2021,Philippines,Asian SEA4
4B-22-114,2022,Philippines,Asian SEA4
4B-22-13,2022,Philippines,Asian SEA4
4B-22-15,2022,Philippines,Asian SEA4
4B-22-16,2022,Philippines,Asian SEA4
4B-22-17,2022,Philippines,Asian SEA4
4B-22-20,2022,Philippines,Asian SEA4
4B-22-21,2022,Philippines,Asian SEA4
4B-22-28,2022,Philippines,Asian SEA4
4B-22-30,2022,Philippines,Asian SEA4
4B-22-31,2022,Philippines,Asian SEA4
4B-22-35,2022,Philippines,Asian SEA4
4B-22-37,2022,Philippines,Asian SEA4
4B-22-39,2022,Philippines,Asian SEA4
4B-22-40,2022,Philippines,Asian SEA4
4B-22-41,2022,Philippines,Asian SEA4
4B-22-42,2022,Philippines,Asian SEA4
4B-22-44,2022,Philippines,Asian SEA4
4B-22-45,2022,Philippines,Asian SEA4
4B-23-01,2023,Philippines,Asian SEA4
4B-23-02,2023,Philippines,Asian SEA4
4B-23-03,2023,Philippines,Asian SEA4
4B-23-04,2023,Philippines,Asian SEA4
4B-23-05,2023,Philippines,Asian SEA4
4B-23-06,2023,Philippines,Asian SEA4
4B-23-07,2023,Philippines,Asian SEA4
4B-23-11,2023,Philippines,Asian SEA4
4B-23-13,2023,Philippines,Asian SEA4
4B-23-15,2023,Philippines,Asian SEA4
4B-23-16,2023,Philippines,Asian SEA4
4B-23-17,2023,Philippines,Asian SEA4
4B-23-19,2023,Philippines,Asian SEA4
4B-2422,2022,Philippines,Asian SEA4
4B-2922HM,2022,Philippines,Asian SEA4
4B-2922JG,2022,Philippines,Asian SEA4
H-23-011Sa11,2023,Philippines,Asian SEA4
H-23-011Sk12,2023,Philippines,Asian SEA4
Z-22-103,2022,Philippines,Asian SEA4
Z-22-121,2022,Philippines,Asian SEA4
