"ID","year","country","assignment"
"MN726837",2013,"Philippines","Asian SEA4"
"MN726838",2013,"Philippines","Asian SEA4"
"MN726839",2015,"Philippines","Asian SEA4"
"MN726840",2015,"Philippines","Asian SEA4"
"MN726841",2014,"Philippines","Asian SEA4"
"MN726842",2019,"Philippines","Asian SEA4"
"MN726843",2012,"Philippines","Asian SEA4"
"MN726844",2014,"Philippines","Asian SEA4"
"MN726845",2012,"Philippines","Asian SEA4"
"MN726846",2015,"Philippines","Asian SEA4"
"MN726847",2017,"Philippines","Asian SEA4"
"MN726848",2016,"Philippines","Asian SEA4"
"MN726850",2015,"Philippines","Asian SEA4"
"MN726851",2014,"Philippines","Asian SEA4"
"MN726852",2018,"Philippines","Asian SEA4"
"MN726853",2012,"Philippines","Asian SEA4"
"MN726854",2015,"Philippines","Asian SEA4"
"MN726855",2016,"Philippines","Asian SEA4"
"MN726856",2012,"Philippines","Asian SEA4"
"MN726858",2016,"Philippines","Asian SEA4"
"MN726859",2015,"Philippines","Asian SEA4"
"MN726860",2018,"Philippines","Asian SEA4"
"MN726861",2015,"Philippines","Asian SEA4"
"MN726862",2013,"Philippines","Asian SEA4"
"MN726863",2015,"Philippines","Asian SEA4"
"MN726864",2016,"Philippines","Asian SEA4"
"MN726865",2014,"Philippines","Asian SEA4"
"MN726866",2014,"Philippines","Asian SEA4"
"MN726867",2012,"Philippines","Asian SEA4"
"MN726868",2016,"Philippines","Asian SEA4"
"MN726869",2013,"Philippines","Asian SEA4"
"MN726870",2014,"Philippines","Asian SEA4"
"MN726871",2013,"Philippines","Asian SEA4"
"MN726872",2017,"Philippines","Asian SEA4"
"MN726873",2014,"Philippines","Asian SEA4"
"MN726874",2012,"Philippines","Asian SEA4"
"MN726875",2018,"Philippines","Asian SEA4"
"MN726876",2018,"Philippines","Asian SEA4"
"MN726877",2015,"Philippines","Asian SEA4"
"MN726879",2012,"Philippines","Asian SEA4"
"MN726880",2019,"Philippines","Asian SEA4"
"MN726881",2015,"Philippines","Asian SEA4"
"MN726882",2019,"Philippines","Asian SEA4"
"MN857167",2019,"Philippines","Asian SEA4"
"MN857168",2019,"Philippines","Asian SEA4"
"MN857169",2019,"Philippines","Asian SEA4"
"MN857170",2019,"Philippines","Asian SEA4"
"MN857171",2019,"Philippines","Asian SEA4"
"barcode01",2016,"Philippines","SEA4"
"barcode02",2015,"Philippines","SEA4"
"barcode37",2012,"Philippines","SEA4"
"barcode61",2013,"Philippines","SEA4"
"barcode13",2014,"Philippines","SEA4"
"barcode14",2018,"Philippines","SEA4"
"barcode25",2014,"Philippines","SEA4"
"barcode26",2012,"Philippines","SEA4"
"barcode49",2016,"Philippines","SEA4"
"barcode73",2015,"Philippines","SEA4"
"barcode85",2013,"Philippines","SEA4"
"14",NA,"Philippines","SEA4"
"19-30",NA,"Philippines","SEA4"
"19-40",NA,"Philippines","SEA4"
"153",2018,"Philippines","SEA4"
"COW",NA,"Philippines","SEA4"
"GOAT",NA,"Philippines","SEA4"
"RADDL3-15-172",2015,"Philippines","SEA4"
"RADDL3-16-468",2016,"Philippines","SEA4"
"RADDL3-845",2015,"Philippines","SEA4"
"RADDL3-1045",2015,"Philippines","SEA4"
"Z-12-012",2012,"Philippines","SEA4"
"Z-13-032",2013,"Philippines","SEA4"
"Z-13-094",2013,"Philippines","SEA4"
"Z-13-096",2013,"Philippines","SEA4"
"Z-14-033",2014,"Philippines","SEA4"
"Z-14-136",2014,"Philippines","SEA4"
"Z-14-182",2014,"Philippines","SEA4"
"Z-15-001",2015,"Philippines","SEA4"
"Z-16-082",2016,"Philippines","SEA4"
"Z-16-151",2016,"Philippines","SEA4"
"Z-16-209",2016,"Philippines","SEA4"
"Z-16-210",2016,"Philippines","SEA4"
"Z-16-211",2016,"Philippines","SEA4"
"R1-21-148",2021,"Philippines","SEA4"
"R6-21-4511",2021,"Philippines","SEA4"
"R6-21-4600",2021,"Philippines","SEA4"
"R5-21-132",2021,"Philippines","SEA4"
"R11-21-61",2021,"Philippines","SEA4"
"R11-21-63",2021,"Philippines","SEA4"
"R10-920",NA,"Philippines","SEA4"
"4B-21-126",2021,"Philippines","SEA4"
"4B-22-15",2022,"Philippines","SEA4"
"4B-22-114",2022,"Philippines","SEA4"
"R5-21-128",2021,"Philippines","SEA4"
"R5-21-119",2021,"Philippines","SEA4"
"R5-21-115",2021,"Philippines","SEA4"
"4B-21-29",2021,"Philippines","SEA4"
"4B-21-35",2021,"Philippines","SEA4"
"4B-21-310",2021,"Philippines","SEA4"
"4B-21-412",2021,"Philippines","SEA4"
"4B-21-421",2021,"Philippines","SEA4"
"4B-21-423",2021,"Philippines","SEA4"
"4B-21-528",2021,"Philippines","SEA4"
"R3-21-0467",NA,"Philippines","SEA4"
"R2-081",2020,"Philippines","SEA4"
"R3-731",NA,"Philippines","SEA4"
"R3-0483",NA,"Philippines","SEA4"
"4A-22-40",2022,"Philippines","SEA4"
"4A-22-98",2022,"Philippines","SEA4"
"4A-22-104",2022,"Philippines","SEA4"
"4B-2422",2022,"Philippines","SEA4"
"4B-2922HM",2022,"Philippines","SEA4"
"4B-2922JG",2022,"Philippines","SEA4"
"4B-21622",2022,"Philippines","SEA4"
"R5-09",2022,"Philippines","SEA4"
"R6-4342",2021,"Philippines","SEA4"
"R6-4568",2021,"Philippines","SEA4"
"R9-010",2020,"Philippines","SEA4"
"R9-074",2021,"Philippines","SEA4"
"R9-089",2021,"Philippines","SEA4"
"R9-105",2021,"Philippines","SEA4"
"R10-714",NA,"Philippines","SEA4"
"R10-907",NA,"Philippines","SEA4"
"H22-01",NA,"Philippines","SEA4"
"R11-21-57",2021,"Philippines","SEA4"
