"ID","n_N","n_gap","length","year","lineage","previous"
"Z-05-557",382,3,11550,"2005","Asian SEA4_A1.3","Asian SEA4"
"Z-05-96",580,3,11352,"2005","Asian SEA4_A1.2","Asian SEA4"
"Z-06-150",713,3,11219,"2006","Asian SEA4_A1","Asian SEA4"
"Z-06-295",321,3,11611,"2006","Asian SEA4_B1","Asian SEA4"
"Z-06-39",122,3,11810,"2006","Asian SEA4_A1.2","Asian SEA4"
"Z-07-07",327,3,11605,"2007","Asian SEA4_B1.1","Asian SEA4"
"Z-07-351",324,3,11608,"2007","Asian SEA4_A1.1.2","Asian SEA4"
"Z-07-366",800,3,11132,"2007","Asian SEA4_A1.2","Asian SEA4"
"Z-07-387",325,3,11607,"2007","Asian SEA4_A1.2","Asian SEA4"
"Z-07-38",119,3,11813,"2007","Asian SEA4_A1.1.2","Asian SEA4"
"Z-07-398",326,3,11606,"2007","Asian SEA4_A1.1.2","Asian SEA4"
"Z-07-403",328,3,11604,"2007","Asian SEA4_B1","Asian SEA4"
"Z-07-407",327,3,11605,"2007","Asian SEA4_A1.1.2","Asian SEA4"
"Z-08-351",872,3,11060,"2007","Asian SEA4_B1","Asian SEA4"
"Z-08-359",590,3,11342,"2007","Asian SEA4_A1.2","Asian SEA4"
"Z-09-94",322,3,11610,"2009","Asian SEA4_A1.1.2","Asian SEA4"
"Z-12-029",325,3,11607,"2012","Asian SEA4_A1.2","Asian SEA4"
"Z-12-060",331,3,11601,"2012","Asian SEA4_A1.2","Asian SEA4"
"Z-13-020",345,3,11587,"2013","Asian SEA4_A1.1.2","Asian SEA4"
"Z-13-065",379,3,11553,"2013","Asian SEA4_A1","Asian SEA4"
"Z-13-071",327,3,11605,"2013","Asian SEA4_A1.1.2","Asian SEA4"
"Z-13-086",323,3,11609,"2013","Asian SEA4_A1.1.2","Asian SEA4"
"Z-13-089",125,3,11807,"2013","Asian SEA4_B1.1","Asian SEA4"
"Z-13-098",214,3,11718,"2013","Asian SEA4_A1","Asian SEA4"
"Z-13-134",331,3,11601,"2013","Asian SEA4_A1.1.2","Asian SEA4"
"Z-13-135",326,3,11606,"2013","Asian SEA4_B1.1","Asian SEA4"
"Z-13-161",325,3,11607,"2013","Asian SEA4_A1.1.2","Asian SEA4"
"Z-13-171",155,3,11777,"2013","Asian SEA4_A1","Asian SEA4"
"Z-13-184",161,3,11771,"2013","Asian SEA4_A1","Asian SEA4"
"Z-13-204",254,3,11678,"2013","Asian SEA4_A1","Asian SEA4"
"Z-13-216",175,3,11757,"2013","Asian SEA4_A1","Asian SEA4"
"Z-13-234",160,3,11772,"2013","Asian SEA4_A1","Asian SEA4"
"Z-13-259",324,3,11608,"2013","Asian SEA4_A1.1.2","Asian SEA4"
"Z-14-023",336,3,11596,"2014","Asian SEA4_A1.2","Asian SEA4"
"Z-14-05",119,3,11813,"2014","Asian SEA4_A1.1.2","Asian SEA4"
"Z-15-163",322,3,11610,"2015","Asian SEA4_A1.1.2","Asian SEA4"
"Z-16-196",354,3,11578,"2016","Asian SEA4_A1.1.2","Asian SEA4"
"Z-22-103",327,3,11605,"2022","Asian SEA4_A1.2","Asian SEA4"
"Z-98-1061",414,3,11518,"1998","Asian SEA4_A1","Asian SEA4"
"Z-98-433",328,3,11604,"1998","Asian SEA4_A1.2","Asian SEA4"
"Z-98-454",392,3,11540,"1998","Asian SEA4_A1","Asian SEA4"
"Z-98-515",335,3,11597,"1998","Asian SEA4_A1.3","Asian SEA4"
"Z-98-616",339,3,11593,"1998","Asian SEA4_A1.3","Asian SEA4"
"Z-98-718",1036,3,10896,"1998","Asian SEA4_A1","Asian SEA4"
"Z-98-780",934,3,10998,"1998","Asian SEA4_A1","Asian SEA4"
"Z-98-838",1082,3,10850,"1998","Asian SEA4_A1.2","Asian SEA4"
"Z-98-860",1103,3,10829,"1998","Asian SEA4_A1","Asian SEA4"
"153",326,3,11606,"2018","Asian SEA4_A1.2","Asian SEA4"
"4A-22-104",332,3,11600,"2022","Asian SEA4_A1.2","Asian SEA4"
"4A-22-40",138,3,11794,"2022","Asian SEA4_B1","Asian SEA4"
"4A-22-98",131,3,11801,"2022","Asian SEA4_B1","Asian SEA4"
"4B-21-126",135,3,11797,"2021","Asian SEA4_C1","Asian SEA4"
"4B-21-29",132,3,11800,"2021","Asian SEA4_C1","Asian SEA4"
"4B-21-310",332,3,11600,"2021","Asian SEA4_C1","Asian SEA4"
"4B-21-35",330,3,11602,"2021","Asian SEA4_C1","Asian SEA4"
"4B-21-412",124,3,11808,"2021","Asian SEA4_C1","Asian SEA4"
"4B-21-421",132,3,11800,"2021","Asian SEA4_C1","Asian SEA4"
"4B-21-423",335,3,11597,"2021","Asian SEA4_C1","Asian SEA4"
"4B-21-528",122,3,11810,"2021","Asian SEA4_C1","Asian SEA4"
"4B-21622",143,3,11789,"2022","Asian SEA4_C1","Asian SEA4"
"4B-22-114",131,3,11801,"2022","Asian SEA4_C1","Asian SEA4"
"4B-22-15",124,3,11808,"2022","Asian SEA4_C1","Asian SEA4"
"4B-2422",328,3,11604,"2022","Asian SEA4_C1","Asian SEA4"
"4B-2922HM",138,3,11794,"2022","Asian SEA4_C1","Asian SEA4"
"4B-2922JG",141,3,11791,"2022","Asian SEA4_B1.1.1","Asian SEA4"
"R10-714",373,3,11559,"2021","Asian SEA4_A1.2","Asian SEA4"
"R10-907",365,3,11567,"2021","Asian SEA4_A1.2","Asian SEA4"
"R10-920",351,3,11581,"2021","Asian SEA4_A1.2","Asian SEA4"
"R11-21-61",123,3,11809,"2021","Asian SEA4_A1.2","Asian SEA4"
"R11-21-63",332,3,11600,"2021","Asian SEA4_A1.2","Asian SEA4"
"R1-21-148",329,3,11603,"2021","Asian SEA4_A1.2","Asian SEA4"
"R2-081",332,3,11600,"2020","Asian SEA4_A1.3","Asian SEA4"
"R3-731",327,3,11605,"2021","Asian SEA4_A1.2","Asian SEA4"
"R5-09",121,3,11811,"2022","Asian SEA4_A1.2","Asian SEA4"
"R5-21-115",128,3,11804,"2021","Asian SEA4_A1.2","Asian SEA4"
"R5-21-119",122,3,11810,"2021","Asian SEA4_A1.2","Asian SEA4"
"R5-21-128",125,3,11807,"2021","Asian SEA4_A1.2","Asian SEA4"
"R5-21-132",124,3,11808,"2021","Asian SEA4_A1.2","Asian SEA4"
"R6-21-4511",334,0,11601,"2021","Asian SEA4_A1.2","Asian SEA4"
"R6-21-4600",337,3,11595,"2021","Asian SEA4_A1","Asian SEA4"
"R6-4342",384,3,11548,"2021","Asian SEA4_A1","Asian SEA4"
"R6-4568",354,3,11578,"2021","Asian SEA4_A1","Asian SEA4"
"R9-010",349,3,11583,"2020","Asian SEA4_A1.2","Asian SEA4"
"R9-074",338,3,11594,"2021","Asian SEA4_A1.2","Asian SEA4"
"R9-089",632,3,11300,"2021","Asian SEA4_A1.2","Asian SEA4"
"R9-105",189,3,11743,"2021","Asian SEA4_A1.2","Asian SEA4"
"RADDL3-1045",327,3,11605,"2015","Asian SEA4_A1.2","Asian SEA4"
"RADDL3-15-172",331,3,11601,"2015","Asian SEA4_A1.2","Asian SEA4"
"RADDL3-16-468",331,3,11601,"2016","Asian SEA4_A1.2","Asian SEA4"
"RADDL3-16-627",558,3,11374,"2016","Asian SEA4_A1.2","Asian SEA4"
"RADDL3-845",335,3,11597,"2015","Asian SEA4_A1.2","Asian SEA4"
"RADDL5-005",123,3,11809,"2015","Asian SEA4_A1.2","Asian SEA4"
"Z-12-012",331,3,11601,"2012","Asian SEA4_A1.1.2","Asian SEA4"
"Z-12-149",329,3,11603,"2012","Asian SEA4_B1.1.1","Asian SEA4"
"Z-12-208",335,3,11597,"2012","Asian SEA4_A1.2","Asian SEA4"
"Z-13-032",177,3,11755,"2013","Asian SEA4_A1.1.2","Asian SEA4"
"Z-13-036",324,3,11608,"2013","Asian SEA4_A1.1.2","Asian SEA4"
"Z-13-066",122,3,11810,"2013","Asian SEA4_B1.1","Asian SEA4"
"Z-13-073",361,3,11571,"2013","Asian SEA4_A1.1.2","Asian SEA4"
"Z-13-094",123,3,11809,"2013","Asian SEA4_A1.1.2","Asian SEA4"
"Z-13-096",123,3,11809,"2013","Asian SEA4_A1.1.2","Asian SEA4"
"Z-14-033",332,3,11600,"2014","Asian SEA4_A1.2","Asian SEA4"
"Z-14-106",884,3,11048,"2014","Asian SEA4_A1.1.2","Asian SEA4"
"Z-14-136",340,3,11592,"2014","Asian SEA4_A1.1.2","Asian SEA4"
"Z-14-182",328,3,11604,"2014","Asian SEA4_A1.2","Asian SEA4"
"Z-14-243",160,3,11772,"2014","Asian SEA4_A1","Asian SEA4"
"Z-15-001",124,3,11808,"2015","Asian SEA4_A1.1.2","Asian SEA4"
"Z-15-009",665,3,11267,"2015","Asian SEA4_A1.2","Asian SEA4"
"Z-16-082",131,3,11801,"2016","Asian SEA4_A1.1.2","Asian SEA4"
"Z-16-150",334,3,11598,"2016","Asian SEA4_A1.2","Asian SEA4"
"Z-16-151",137,3,11795,"2016","Asian SEA4_A1.2","Asian SEA4"
"Z-16-209",155,3,11777,"2016","Asian SEA4_A1","Asian SEA4"
"Z-16-210",126,3,11806,"2016","Asian SEA4_B1.1","Asian SEA4"
"Z-16-211",125,3,11807,"2016","Asian SEA4_A1.1.2","Asian SEA4"
"4A-22-171",326,3,11606,"2022","Asian SEA4_B1.1","Asian SEA4"
"4A-22-203",662,3,11270,"2022","Asian SEA4_A1.1.2","Asian SEA4"
"4B-22-37",331,3,11601,"2022","Asian SEA4_A1.2","Asian SEA4"
"4B-22-39",328,3,11604,"2022","Asian SEA4_A1.2","Asian SEA4"
"4B-22-44",328,3,11604,"2022","Asian SEA4_A1.2","Asian SEA4"
"4B-22-45",332,3,11600,"2022","Asian SEA4_A1.2","Asian SEA4"
"4B-23-01",324,3,11608,"2023","Asian SEA4_A1.2","Asian SEA4"
"4B-23-02",326,3,11606,"2023","Asian SEA4_A1.2","Asian SEA4"
"4B-23-03",116,3,11816,"2023","Asian SEA4_A1.1.2","Asian SEA4"
"4B-23-04",119,3,11813,"2023","Asian SEA4_A1.1.2","Asian SEA4"
"4B-23-05",335,3,11597,"2023","Asian SEA4_A1.2","Asian SEA4"
"4B-23-06",327,3,11605,"2023","Asian SEA4_A1.2","Asian SEA4"
"4B-23-07",327,3,11605,"2023","Asian SEA4_A1.2","Asian SEA4"
"4B-23-11",327,3,11605,"2023","Asian SEA4_A1.2","Asian SEA4"
"4B-23-12",330,3,11602,"2023","Asian SEA4_A1.2","Asian SEA4"
"4B-23-13",325,3,11607,"2023","Asian SEA4_A1.2","Asian SEA4"
"4B-23-15",332,3,11600,"2023","Asian SEA4_A1.2","Asian SEA4"
"4B-23-16",328,3,11604,"2023","Asian SEA4_A1.2","Asian SEA4"
"4B-23-17",330,3,11602,"2023","Asian SEA4_A1.2","Asian SEA4"
"4B-23-19",329,3,11603,"2023","Asian SEA4_A1.2","Asian SEA4"
"R11-22-002",193,3,11739,"2022","Asian SEA4_A1.2","Asian SEA4"
"R5-21-136",322,3,11610,"2021","Asian SEA4_A1.2","Asian SEA4"
"R5-21-140",123,3,11809,"2021","Asian SEA4_A1.2","Asian SEA4"
"R5-22-008",327,3,11605,"2022","Asian SEA4_A1.2","Asian SEA4"
"R6-21-4375",350,3,11582,"2021","Asian SEA4_A1","Asian SEA4"
"R7-21-161",570,3,11362,"2021","Asian SEA4_A1","Asian SEA4"
"Z-13-081",443,3,11489,"2013","Asian SEA4_A1","Asian SEA4"
"Z-14-058",532,3,11400,"2014","Asian SEA4_A1.1.2","Asian SEA4"
"Z-14-098",336,3,11596,"2014","Asian SEA4_A1.1.2","Asian SEA4"
"Z-14-101",652,3,11280,"2014","Asian SEA4_A1.2","Asian SEA4"
"Z-14-126",323,3,11609,"2014","Asian SEA4_A1.1.2","Asian SEA4"
"Z-14-142",323,3,11609,"2014","Asian SEA4_A1.1.2","Asian SEA4"
"Z-17-046",118,3,11814,"2017","Asian SEA4_A1.1.2","Asian SEA4"
"Z-17-174",326,3,11606,"2017","Asian SEA4_A1.1.2","Asian SEA4"
"Z-17-177",121,3,11811,"2017","Asian SEA4_A1.1.2","Asian SEA4"
"Z-17-193",350,3,11582,"2017","Asian SEA4_A1.1.2","Asian SEA4"
"Z-17-200",326,3,11606,"2017","Asian SEA4_A1.2","Asian SEA4"
"Z-17-217",351,3,11581,"2017","Asian SEA4_A1.1.2","Asian SEA4"
"Z-17-221",554,3,11378,"2017","Asian SEA4_A1.1.2","Asian SEA4"
"Z-17-57",134,3,11798,"2017","Asian SEA4_A1","Asian SEA4"
"Z-18-001",327,3,11605,"2018","Asian SEA4_A1.1.2","Asian SEA4"
"Z-18-114",322,3,11610,"2018","Asian SEA4_B1.1","Asian SEA4"
"Z-18-159",328,3,11604,"2018","Asian SEA4_A1.2","Asian SEA4"
"Z-18-224",1085,3,10847,"2018","Asian SEA4_A1.2","Asian SEA4"
"Z-18-251",322,3,11610,"2018","Asian SEA4_A1.1.2","Asian SEA4"
"Z-19-029",394,3,11538,"2019","Asian SEA4_A1","Asian SEA4"
"Z-19-123",1146,3,10786,"2019","Asian SEA4_A1.1.2","Asian SEA4"
"Z-19-136",890,3,11042,"2019","Asian SEA4_A1.2","Asian SEA4"
"Z-19-88",324,3,11608,"2019","Asian SEA4_A1.2","Asian SEA4"
"Z-20-01",121,3,11811,"2020","Asian SEA4_A1.1.2","Asian SEA4"
"Z-20-110",325,3,11607,"2020","Asian SEA4_A1.2","Asian SEA4"
"Z-20-24",324,3,11608,"2020","Asian SEA4_A1.2","Asian SEA4"
"Z-20-33",323,3,11609,"2020","Asian SEA4_A1.1.2","Asian SEA4"
"Z-20-51",326,3,11606,"2020","Asian SEA4_A1.2","Asian SEA4"
"Z-22-119",341,3,11591,"2022","Asian SEA4_A1.2","Asian SEA4"
"Z-22-121",1180,3,10752,"2022","Asian SEA4_A1.1.2","Asian SEA4"
"Z-23-01",324,3,11608,"2023","Asian SEA4_A1.2","Asian SEA4"
"Z-23-01Sa",552,3,11380,"2023","Asian SEA4_A1.2","Asian SEA4"
